Вишгород,Київська,4596,(45) 9910911
Вишневе,Київська,4598,(45) 9910911
Вільногірськ,Дніпропетровська,5653,(56) 9910911
Вільнянськ,Запорізька,6143,(61) 9910911
Вільшанка,Кіровоградська,5250,(52) 9910911
Гадяч,Полтавська,5354,(53) 9910911
Гайворон,Кіровоградська,5254,(52) 9910911
Гайсин,Вінницька,4334,(43) 9910911
Галич,Івано-Франківська,3431,(34) 9910911
Гаспра,АР Крим,654,(65) 9910911
Генічеськ,Херсонська,5534,(55) 9910911
Герца,Чернівецька,3740,(37) 9910911
Глеваха,Київська,4471,(45) 9910911
Глибока,Чернівецька,3734,(37) 9910911
Глобине,Полтавська,5365,(53) 9910911
Глухів,Сумська,5444,(54) 9910911
Гнівань,Вінницька,4355,(43) 9910911
Гола Пристань,Херсонська,5539,(55) 9910911
Голованівськ,Кіровоградська,5252,(52) 9910911
Горлівка,Донецька,"624, 6242",(62) 9910911
Горностаївка,Херсонська,5544,(55) 9910911
Городенка,Івано-Франківська,3430,(34) 9910911
Городище,Черкаська,4734,(47) 9910911
Городня,Чернігівська,4645,(46) 9910911
Городок,Львівська,3231,(32) 9910911
Городок,Хмельницька,3851,(38) 9910911
Горохів,Волинська,3379,(33) 9910911
Гостомель,Київська,4497,(45) 9910911
Гоща,Рівненська,3650,(36) 9910911
Гребінка,Полтавська,5359,(53) 9910911
Гребінки,Київська,4471,(45) 9910911
Гуляйполе,Запорізька,6145,(61) 9910911
Гурзуф,АР Крим,654,(65) 9910911
Гусятин,Тернопільська,3557,(35) 9910911
Алупка,АР Крим,0654,(65) 9910911
Алушта,АР Крим,6560,(65) 9910911
Алчевськ,Луганська,6442,(64) 9910911
Амвросіївка,Донецька,6259,(62) 9910911
Ананьїв,Одеська,4863,(48) 9910911
Андрушівка,Житомирська,4136,(41) 9910911
Антрацит,Луганська,6431,(64) 9910911
Апостолове,Дніпропетровська,5656,(56) 9910911
Арбузинка,Миколаївська,5132,(51) 9910911
Армянськ,АР Крим,6567,(65) 9910911
Артемівськ,Донецька,"627, 6274",(62) 9910911
Арциз,Одеська,4845,(48) 9910911
Асканія-Нова,Херсонська,5538,(55) 9910911
Балаклія,Харківська,5749,(57) 9910911
Балта,Одеська,4866,(48) 9910911
Бар,Вінницька,4341,(43) 9910911
Баранівка,Житомирська,4144,(41) 9910911
Барвінкове,Харківська,5757,(57) 9910911
Баришівка,Київська,4576,(45) 9910911
Батурин,Чернігівська,4635,(46) 9910911
Бахмач,Чернігівська,4635,(46) 9910911
Бахчисарай,АР Крим,6554,(65) 9910911
Баштанка,Миколаївська,5158,(51) 9910911
Бердичів,Житомирська,4143,(41) 9910911
Бердянськ,Запорізька,6153,(61) 9910911
Берегове,Закарпатська,3141,(31) 9910911
Бережани,Тернопільська,3548,(35) 9910911
Березанка,Миколаївська,5153,(51) 9910911
Березань,Київська,4476,(45) 9910911
Березівка,Одеська,4856,(48) 9910911
Березне,Рівненська,3653,(36) 9910911
Березнегувате,Миколаївська,5168,(51) 9910911
Берислав,Херсонська,5546,(55) 9910911
Бершадь,Вінницька,4352,(43) 9910911
Біла Церква,Київська,4563,(45) 9910911
Білгород-Дністровський,Одеська,4849,(48) 9910911
Біловодськ,Луганська,6466,(64) 9910911
Білогірськ,АР Крим,6559,(65) 9910911
Білогір’я,Хмельницька,3841,(38) 9910911
Білозерка,Херсонська,5547,(55) 9910911
Білокуракине,Луганська,6462,(64) 9910911
Білопілля,Сумська,5443,(54) 9910911
Біляївка,Одеська,4852,(48) 9910911
Монастирище,Черкаська,4746,(47) 9910911
Моршин,Львівська,3260,(32) 9910911
Мостиська,Львівська,3234,(32) 9910911
Мукачеве,Закарпатська,3131,(31) 9910911
Муровані Курилівці,Вінницька,4356,(43) 9910911
Монастирище,Черкаська,4746,(47) 9910911
Моршин,Львівська,3260,(32) 9910911
Мостиська,Львівська,3234,(32) 9910911
Мукачеве,Закарпатська,3131,(31) 9910911
Муровані Курилівці,Вінницька,4356,(43) 9910911
Близнюки,Харківська,5754,(57) 9910911
Бобринець,Кіровоградська,5257,(52) 9910911
Бобровиця,Чернігівська,4632,(46) 9910911
Богодухів,Харківська,5758,(57) 9910911
Богородчани,Івано-Франківська,3471,(34) 9910911
Богуслав,Київська,4561,(45) 9910911
Болград,Одеська,4846,(48) 9910911
Болехів,Івано-Франківська,3437,(34) 9910911
Борзна,Чернігівська,4653,(46) 9910911
Борислав,Львівська,3248,(32) 9910911
Бориспіль,Київська,4595,(45) 9910911
Борова,Харківська,5759,(57) 9910911
Бородянка,Київська,4577,(45) 9910911
Борщів,Тернопільська,3541,(35) 9910911
Боярка,Київська,4498,(45) 9910911
Браїлів,Вінницька,4332,(43) 9910911
Братське,Миколаївська,5131,(51) 9910911
Брацлав,Вінницька,4331,(43) 9910911
Бровари,Київська,4594,(45) 9910911
Броди,Львівська,3266,(32) 9910911
Брусилів,Житомирська,4162,(41) 9910911
Брюховичі,Львівська,322,(32) 9910911
Брянка,Луганська,6443,(64) 9910911
Буринь,Сумська,5454,(54) 9910911
Бурштин,Івано-Франківська,3438,(34) 9910911
Буськ,Львівська,3264,(32) 9910911
Буча,Київська,4497,(45) 9910911
Бучач,Тернопільська,3544,(35) 9910911
Прилуки,Чернігівська,4637,(46) 9910911
Приморськ,Запорізька,6137,(61) 9910911
Приморський,АР Крим,6562,(65) 9910911
Пустомити,Львівська,3230,(32) 9910911
Путивль,Сумська,5442,(54) 9910911
Путила,Чернівецька,3738,(37) 9910911
Прилуки,Чернігівська,4637,(46) 9910911
Приморськ,Запорізька,6137,(61) 9910911
Приморський,АР Крим,6562,(65) 9910911
Пустомити,Львівська,3230,(32) 9910911
Путивль,Сумська,5442,(54) 9910911
Путила,Чернівецька,3738,(37) 9910911
Євпаторія,АР Крим,6569,(65) 9910911
Єланець,Миколаївська,5159,(51) 9910911
Ємільчине,Житомирська,4149,(41) 9910911
Єнакієве,Донецька,6252,(62) 9910911
Павлоград,Дніпропетровська,"563, 5632",(56) 9910911
Партеніт,АР Крим,6560,(65) 9910911
Первомайськ,Луганська,6455,(64) 9910911
Первомайськ,Миколаївська,5161,(51) 9910911
Первомайське,АР Крим,6552,(65) 9910911
Первомайський,Харківська,5748,(57) 9910911
Перевальськ,Луганська,6441,(64) 9910911
Перемишляни,Львівська,3263,(32) 9910911
Перечин,Закарпатська,3145,(31) 9910911
Переяслав-Хмельницький,Київська,4567,(45) 9910911
Першотравенськ,Дніпропетровська,5633,(56) 9910911
Петриківка,Дніпропетровська,5634,(56) 9910911
Петрове,Кіровоградська,5237,(52) 9910911
Петропавлівка,Дніпропетровська,5631,(56) 9910911
Печеніги,Харківська,5765,(57) 9910911
Пирятин,Полтавська,5358,(53) 9910911
Південноукраїнськ,Миколаївська,5136,(51) 9910911
Підволочиськ,Тернопільська,3543,(35) 9910911
Підгайці,Тернопільська,3542,(35) 9910911
Пірнове,Київська,4496,(45) 9910911
Піщанка,Вінницька,4349,(43) 9910911
Погребище,Вінницька,4346,(43) 9910911
Покровське,Дніпропетровська,5638,(56) 9910911
Пологи,Запорізька,6165,(61) 9910911
Полонне,Хмельницька,3843,(38) 9910911
Полтава,Полтавська,"53 ""2"",""22""",(53) 9910911
Попасна,Луганська,6474,(64) 9910911
Попільня,Житомирська,4137,(41) 9910911
Почаїв,Тернопільська,3546,(35) 9910911
Приазовське,Запорізька,6133,(61) 9910911
Надвірна,Івано-Франківська,3475,(34) 9910911
Народичі,Житомирська,4140,(41) 9910911
Недригайлів,Сумська,5455,(54) 9910911
Немирів,Вінницька,4331,(43) 9910911
Немішаєве,Київська,4477,(45) 9910911
Нетішин,Хмельницька,3848,(38) 9910911
Нижні Сірогози,Херсонська,5540,(55) 9910911
Нижньогірський,АР Крим,6550,(65) 9910911
Ніжин,Чернігівська,4631,(46) 9910911
Нікополь,Дніпропетровська,"566, 5662",(56) 9910911
Нова Водолага,Харківська,5740,(57) 9910911
Нова Каховка,Херсонська,5549,(55) 9910911
Нова Одеса,Миколаївська,5167,(51) 9910911
Нова Ушиця,Хмельницька,3847,(38) 9910911
Новгородка,Кіровоградська,5241,(52) 9910911
Новгород-Сіверський,Чернігівська,4658,(46) 9910911
Новий Буг,Миколаївська,5151,(51) 9910911
Новий Роздол,Львівська,3261,(32) 9910911
Новий Світ,АР Крим,6566,(65) 9910911
Нові Санжари,Полтавська,5344,(53) 9910911
Новоазовськ,Донецька,6296,(62) 9910911
Новоайдар,Луганська,6445,(64) 9910911
Новоархангельськ,Кіровоградська,5255,(52) 9910911
Нововолинськ,Волинська,3344,(33) 9910911
Нововоронцовка,Херсонська,5533,(55) 9910911
Новоград-Волинський,Житомирська,4141,(41) 9910911
Новодністровськ,Чернівецька,3741,(37) 9910911
Новомиколаївка,Запорізька,6144,(61) 9910911
Новомиргород,Кіровоградська,5256,(52) 9910911
Новомосковськ,Дніпропетровська,"569, 5693",(56) 9910911
Обухів,Київська,4572,(45) 9910911
Овідіополь,Одеська,4851,(48) 9910911
Овруч,Житомирська,4148,(41) 9910911
Одеса,Одеська,"48, 48""2""",(48) 9910911
Олевськ,Житомирська,4135,(41) 9910911
Олександрівка,Донецька,6269,(62) 9910911
Олександрівка,Кіровоградська,5242,(52) 9910911
Олександрівськ,Луганська,642,(64) 9910911
Олександрія,Кіровоградська,5235,(52) 9910911
Онуфріївка,Кіровоградська,5238,(52) 9910911
Оратів,Вінницька,4330,(43) 9910911
Орджонікідзе,Дніпропетровська,5667,(56) 9910911
Ореанда,АР Крим,654,(65) 9910911
Оржиця,Полтавська,5357,(53) 9910911
Оріхів,Запорізька,6141,(61) 9910911
Остер,Чернігівська,4646,(46) 9910911
Острог,Рівненська,3654,(36) 9910911
Охтирка,Сумська,5446,(54) 9910911
Очаків,Миколаївська,5154,(51) 9910911
Ладижин,Вінницька,4343,(43) 9910911
Лазурне,Херсонська,5537,(55) 9910911
Ланівці,Тернопільська,3549,(35) 9910911
Лебедин,Сумська,5445,(54) 9910911
Леніне,АР Крим,6557,(65) 9910911
Летичів,Хмельницька,3857,(38) 9910911
Лиманське,Одеська,4853,(48) 9910911
Липова Долина,Сумська,5452,(54) 9910911
Липовець,Вінницька,4358,(43) 9910911
Лисичанськ,Луганська,6451,(64) 9910911
Лисянка,Черкаська,4749,(47) 9910911
Лівадія,АР Крим,654,(65) 9910911
Літин,Вінницька,4347,(43) 9910911
Лозова,Харківська,5745,(57) 9910911
Локачі,Волинська,3374,(33) 9910911
Лохвиця,Полтавська,5356,(53) 9910911
Лубни,Полтавська,5361,(53) 9910911
Луганськ,Луганська,"64""2""",(64) 9910911
Лугини,Житомирська,4161,(41) 9910911
Лутугине,Луганська,6436,(64) 9910911
Луцьк,Волинська,"33 ""2"",""22""",(33) 9910911
Львів,Львівська,"32, 32""2""",(32) 9910911
Любар,Житомирська,4147,(41) 9910911
Любашівка,Одеська,4864,(48) 9910911
Любешів,Волинська,3362,(33) 9910911
Любомль,Волинська,3377,(33) 9910911
Магдалинівка,Дніпропетровська,5691,(56) 9910911
Макарів,Київська,4578,(45) 9910911
Макіївка,Донецька,"623, 6232",(62) 9910911
Мала Виска,Кіровоградська,5258,(52) 9910911
Малин,Житомирська,4133,(41) 9910911
Мангуш,Донецька,6297,(62) 9910911
Маневичі,Волинська,3376,(33) 9910911
Маньківка,Черкаська,4748,(47) 9910911
Марганець,Дніпропетровська,5665,(56) 9910911
Маріуполь,Донецька,629,(62) 9910911
Мар’їнка,Донецька,6278,(62) 9910911
Марківка,Луганська,6464,(64) 9910911
Масандра,АР Крим,654,(65) 9910911
Машівка,Полтавська,5364,(53) 9910911
Меджибіж,Хмельницька,3857,(38) 9910911
Межова,Дніпропетровська,5630,(56) 9910911
Мелітополь,Запорізька,"619, 6192",(61) 9910911
Мена,Чернігівська,4644,(46) 9910911
Мерефа,Харківська,572,(57) 9910911
Миколаїв,Львівська,3241,(32) 9910911
Миколаїв,Миколаївська,"51""2""",(51) 9910911
Миколаївка,Одеська,4857,(48) 9910911
Миргород,Полтавська,5355,(53) 9910911
Миронівка,Київська,4574,(45) 9910911
Михайлівка,Запорізька,6132,(61) 9910911
Міжгір’я,Закарпатська,3146,(31) 9910911
Мілове,Луганська,6465,(64) 9910911
Млинів,Рівненська,3659,(36) 9910911
Могилів-Подільський,Вінницька,4337,(43) 9910911
Монастириська,Тернопільська,3555,(35) 9910911
Кагарлик,Київська,4573,(45) 9910911
Казанка,Миколаївська,5164,(51) 9910911
Каланчак,Херсонська,5530,(55) 9910911
Калинівка,Вінницька,4333,(43) 9910911
Калинівка,Київська,4471,(45) 9910911
Калита,Київська,4494,(45) 9910911
Калуш,Івано-Франківська,3472,(34) 9910911
Камінь-Каширський,Волинська,3357,(33) 9910911
Кам’янець-Подільський,Хмельницька,3849,(38) 9910911
Кам’янка,Черкаська,4732,(47) 9910911
Кам’янка-Бузька,Львівська,3254,(32) 9910911
Кам’янка-Дніпровська,Запорізька,6138,(61) 9910911
Канів,Черкаська,4736,(47) 9910911
Карлівка,Полтавська,5346,(53) 9910911
Катеринопіль,Черкаська,4742,(47) 9910911
Каховка,Херсонська,5536,(55) 9910911
Кача,АР Крим,692,(69) 9910911
Кегичівка,Харківська,5755,(57) 9910911
Кельменці,Чернівецька,3732,(37) 9910911
Керч,АР Крим,6561,(65) 9910911
Київ,Київ,44,(44) 9910911
Ківерці,Волинська,3365,(33) 9910911
Кілія,Одеська,4843,(48) 9910911
Кіровоград,Кіровоградська,"52""2""",(52) 9910911
Кіровськ,Луганська,6446,(64) 9910911
Кіровське,АР Крим,6555,(65) 9910911
Кіровське,Донецька,6250,(62) 9910911
Кіцмань,Чернівецька,3736,(37) 9910911
Клавдієво-Тарасове,Київська,4477,(45) 9910911
Кобеляки,Полтавська,5343,(53) 9910911
Слов’янськ,Донецька,"626, 6262",(62) 9910911
Сміла,Черкаська,4733,(47) 9910911
Снігурівка,Миколаївська,5162,(51) 9910911
Сніжне,Донецька,6256,(62) 9910911
Снятин,Івано-Франківська,3476,(34) 9910911
Совєтський,АР Крим,6551,(65) 9910911
Сокаль,Львівська,3257,(32) 9910911
Сокиряни,Чернівецька,3739,(37) 9910911
Солоне,Дніпропетровська,5669,(56) 9910911
Солотвино,Закарпатська,3134,(31) 9910911
Сосниця,Чернігівська,4655,(46) 9910911
Софіївка,Дніпропетровська,5650,(56) 9910911
Срібне,Чернігівська,4639,(46) 9910911
Ставище,Київська,4564,(45) 9910911
Станиця Луганська,Луганська,6472,(64) 9910911
Стара Вижівка,Волинська,3346,(33) 9910911
Стара Синява,Хмельницька,3850,(38) 9910911
Старий Самбір,Львівська,3238,(32) 9910911
Старобешеве,Донецька,6253,(62) 9910911
Старобільськ,Луганська,6461,(64) 9910911
Старокостянтинів,Хмельницька,3854,(38) 9910911
Стаханов,Луганська,6444,(64) 9910911
Сторожинець,Чернівецька,3735,(37) 9910911
Стрий,Львівська,3245,(32) 9910911
Судак,АР Крим,6566,(65) 9910911
Суми,Сумська,"54""2""",(54) 9910911
Східниця,Львівська,3248,(32) 9910911
Ковель,Волинська,3352,(33) 9910911
Кодима,Одеська,4867,(48) 9910911
Козелець,Чернігівська,4646,(46) 9910911
Козельщина,Полтавська,5342,(53) 9910911
Козин,Київська,4472,(45) 9910911
Козлів,Тернопільська,3547,(35) 9910911
Козова,Тернопільська,3547,(35) 9910911
Козятин,Вінницька,4342,(43) 9910911
Коктебель,АР Крим,6562,(65) 9910911
Коломак,Харківська,5766,(57) 9910911
Коломия,Івано-Франківська,3433,(34) 9910911
Комінтернівське,Одеська,4855,(48) 9910911
Компаніївка,Кіровоградська,5240,(52) 9910911
Комсомольськ,Полтавська,5348,(53) 9910911
Конотоп,Сумська,5447,(54) 9910911
Кореїз,АР Крим,654,(65) 9910911
Корець,Рівненська,3651,(36) 9910911
Короп,Чернігівська,4656,(46) 9910911
Коростень,Житомирська,4142,(41) 9910911
Коростишів,Житомирська,4130,(41) 9910911
Корсунь-Шевченківський,Черкаська,4735,(47) 9910911
Корюківка,Чернігівська,4657,(46) 9910911
Косів,Івано-Франківська,3478,(34) 9910911
Костопіль,Рівненська,3657,(36) 9910911
Костянтинівка,Донецька,6272,(62) 9910911
Котельва,Полтавська,5350,(53) 9910911
Котовськ,Одеська,4862,(48) 9910911
Коцюбинське,Київська,4497,(45) 9910911
Краматорськ,Донецька,"626, 6264",(62) 9910911
Красилів,Хмельницька,3855,(38) 9910911
Красний Лиман,Донецька,6261,(62) 9910911
Красний Луч,Луганська,6432,(64) 9910911
Красні Окни,Одеська,4861,(48) 9910911
Красноармійськ,Донецька,"623, 6239",(62) 9910911
Красногвардійське,АР Крим,6556,(65) 9910911
Красноград,Харківська,5744,(57) 9910911
Краснодон,Луганська,6435,(64) 9910911
Краснокутськ,Харківська,5756,(57) 9910911
Красноперекопськ,АР Крим,6565,(65) 9910911
Краснопілля,Сумська,5459,(54) 9910911
Кременець,Тернопільська,3546,(35) 9910911
Кременчук,Полтавська,"536, 5366",(53) 9910911
Кремінна,Луганська,6454,(64) 9910911
Криве Озеро,Миколаївська,5133,(51) 9910911
Кривий Ріг,Дніпропетровська,"56, 564",(56) 9910911
Крижопіль,Вінницька,4340,(43) 9910911
Кринички,Дніпропетровська,5654,(56) 9910911
Кролевець,Сумська,5453,(54) 9910911
Кузнецовськ,Рівненська,3636,(36) 9910911
Куйбишеве,Запорізька,6147,(61) 9910911
Куликівка,Чернігівська,4643,(46) 9910911
Куп’янськ,Харківська,5742,(57) 9910911
Іваничі,Волинська,3372,(33) 9910911
Іванівка,Одеська,4854,(48) 9910911
Іванівка,Херсонська,5531,(55) 9910911
Іванків,Київська,4591,(45) 9910911
Івано-Франківськ,Івано-Франківська,"34 ""2"",""22""",(34) 9910911
Ізмаїл,Одеська,4841,(48) 9910911
Ізюм,Харківська,5743,(57) 9910911
Ізяслав,Хмельницька,3852,(38) 9910911
Іллінці,Вінницька,4345,(43) 9910911
Іллічівськ,Одеська,4868,(48) 9910911
Іловайськ,Донецька,6257,(62) 9910911
Ірпінь,Київська,4597,(45) 9910911
Іршава,Закарпатська,3144,(31) 9910911
Ічня,Чернігівська,4633,(46) 9910911
Чаплинка,Херсонська,5538,(55) 9910911
Чемерівці,Хмельницька,3859,(38) 9910911
Червоноармійськ,Житомирська,4131,(41) 9910911
Червоноград,Львівська,3249,(32) 9910911
Черкаси,Черкаська,"47""2""",(47) 9910911
Чернівці,Чернівецька,"37 ""2"",""22""",(37) 9910911
Чернігів,Чернігівська,"46 ""2"",""22""",(46) 9910911
Чернігівка,Запорізька,6140,(61) 9910911
Черняхів,Житомирська,4134,(41) 9910911
Чечельник,Вінницька,4351,(43) 9910911
Чигирин,Черкаська,4730,(47) 9910911
Чоп,Закарпатська,312,(31) 9910911
Чорнобай,Черкаська,4739,(47) 9910911
Чорноморське,АР Крим,6558,(65) 9910911
Чорнухи,Полтавська,5340,(53) 9910911
Чортків,Тернопільська,3552,(35) 9910911
Чугуїв,Харківська,5746,(57) 9910911
Чуднів,Житомирська,4139,(41) 9910911
Чутове,Полтавська,5347,(53) 9910911
Царичанка,Дніпропетровська,5690,(56) 9910911
Цумань,Волинська,3365,(33) 9910911
Цюрупинськ,Херсонська,5542,(55) 9910911
Харків,Харківська,"57, 57""2""",(57) 9910911
Харцизьк,Донецька,6257,(62) 9910911
Херсон,Херсонська,"55""2""",(55) 9910911
Хмельницький,Хмельницька,"38 ""2"",""22""",(38) 9910911
Хмільник,Вінницька,4338,(43) 9910911
Хорол,Полтавська,5362,(55) 9910911
Хотин,Чернівецька,37312,(37) 9910911
Христинівка,Черкаська,4745,(47) 9910911
Хуст,Закарпатська,3142,(31) 9910911
Фастів,Київська,4565,(45) 9910911
Феодосія,АР Крим,6562,(65) 9910911
Форос,АР Крим,654,(65) 9910911
Фрунзівка,Одеська,4860,(48) 9910911
Ужгород,Закарпатська,"31""2"",""22""",(31) 9910911
Узин,Київська,4463,(45) 9910911
Українка,Київська,4472,(45) 9910911
Ульянівка,Кіровоградська,5259,(52) 9910911
Умань,Черкаська,4744,(47) 9910911
Устинівка,Кіровоградська,5239,(52) 9910911
Талалаївка,Чернігівська,4634,(46) 9910911
Тальне,Черкаська,4731,(47) 9910911
Тараща,Київська,4566,(45) 9910911
Тарутине,Одеська,4847,(48) 9910911
Татарбунари,Одеська,4844,(48) 9910911
Тельманове,Донецька,6279,(62) 9910911
Теофіполь,Хмельницька,3844,(38) 9910911
Теплик,Вінницька,4353,(43) 9910911
Теплодар,Одеська,4850,(4850) 22022
Теребовля,Тернопільська,3551,(35) 9910911
Тернівка,Дніпропетровська,5636,(56) 9910911
Тернопіль,Тернопільська,"35""2""",(35) 9910911
Тетіїв,Київська,4560,(45) 9910911
Тиврів,Вінницька,4355,(43) 9910911
Тисмениця,Івано-Франківська,3436,(34) 9910911
Тлумач,Івано-Франківська,3479,(34) 9910911
Токмак,Запорізька,6178,(61) 9910911
Томаківка,Дніпропетровська,5668,(56) 9910911
Томашпіль,Вінницька,4348,(43) 9910911
Торез,Донецька,6254,(62) 9910911
Троїцьке,Луганська,6456,(64) 9910911
Тростянець,Вінницька,4343,(43) 9910911
Тростянець,Сумська,5458,(54) 9910911
Трускавець,Львівська,3247,(32) 9910911
Тульчин,Вінницька,4335,(43) 9910911
Турійськ,Волинська,3363,(33) 9910911
Турка,Львівська,3269,(32) 9910911
Тячів,Закарпатська,3134,(31) 9910911
Саврань,Одеська,4865,(48) 9910911
Саки,АР Крим,6563,(65) 9910911
Самбір,Львівська,3236,(32) 9910911
Сарата,Одеська,4848,(48) 9910911
Сарни,Рівненська,3655,(36) 9910911
Сатанів,Хмельницька,3851,(38) 9910911
Сахновщина,Харківська,5762,(57) 9910911
Свалява,Закарпатська,3133,(31) 9910911
Сватове,Луганська,6471,(64) 9910911
Свердловськ,Луганська,6434,(64) 9910911
Світловодськ,Кіровоградська,5236,(52) 9910911
Святогірськ,Донецька,6262,(62) 9910911
Севастополь,Севастополь,"69""2""",(69) 9910911
Селидове,Донецька,6237,(62) 9910911
Семенівка,Полтавська,5341,(53) 9910911
Семенівка,Чернігівська,4659,(46) 9910911
Сергіївка,Одеська,4849,(48) 9910911
Середина-Буда,Сумська,5451,(54) 9910911
Сєвєродонецьк,Луганська,6452,(64) 9910911
Синельникове,Дніпропетровська,5663,(56) 9910911
Сіверськ,Донецька,6274,(62) 9910911
Сімеїз,АР Крим,654,(65) 9910911
Сімферополь,АР Крим,"65""2""",(65) 9910911
Скадовськ,Херсонська,5537,(55) 9910911
Сквира,Київська,4568,(45) 9910911
Сколе,Львівська,3251,(32) 9910911
Славське,Львівська,3251,(32) 9910911
Славута,Хмельницька,3842,(38) 9910911
Славутич,Київська,4579,(45) 9910911
Слов’яносербськ,Луганська,6473,(64) 9910911
Радехів,Львівська,3255,(32) 9910911
Радивилів,Рівненська,3633,(36) 9910911
Радомишль,Житомирська,4132,(41) 9910911
Ратне,Волинська,3366,(33) 9910911
Рахів,Закарпатська,3132,(31) 9910911
Рені,Одеська,4840,(48) 9910911
Решетилівка,Полтавська,5363,(53) 9910911
Ржищів,Київська,4473,(45) 9910911
Рівне,Рівненська,"36 ""2"",""22""",(36) 9910911
